step,time,mode,p_pv_kw,p_load_kw,p_ev_kw,batt_state,batt_kw,soc_batt_pct,sc_state,sc_kw,soc_sc_pct,grid_kw,export_kw,net_grid_kw,peak_shave_kw,ev_alert,evening,voltage_violation,transformer_loading_pct,self_sufficiency_pct,bess_charged_kwh_cum,bess_discharged_kwh_cum,ev_energy_kwh_cum,pv_total_kwh_cum,grid_import_kwh_cum,co2_saved_kg_step,co2_saved_kg_cum,v_mainbus_pu,v_panelbus_pu,v_mechworkshopbus_pu,v_hostelfbus_pu,v_guesthousebus_pu,v_auditoriumbus_pu,v_librarybus_pu,v_civildeptbus_pu,v_mechdeptbus_pu,v_elecdeptbus_pu,v_ltdbus_pu,v_hostelcbus_pu,v_hosteldbus_pu,v_gymbus_pu,v_evbus_pu,v_lecturetheatrebus_pu,v_adminbus_pu,v_pumphousebus_pu,v_securitybus_pu,v_uppercanteenbus_pu,v_lowercanteenbus_pu,v_boyshostelbbus_pu,v_hostelblockbus_pu
0,00:00,NORMAL,0.0,73.85,0.0,IDLING,0.0,23.0,DISCHARGING,73.85,15.0,73.85,0.0,73.85,0.0,,,,7.38,0.0,0.0,0.0,0.0,0.0,18.46,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
1,00:15,NORMAL,0.0,71.3,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,71.3,0.0,71.3,0.0,,,,7.13,0.0,0.0,0.0,0.0,0.0,36.29,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
2,00:30,NORMAL,0.0,68.57,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,68.57,0.0,68.57,0.0,,,,6.86,0.0,0.0,0.0,0.0,0.0,53.43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
3,00:45,NORMAL,0.0,66.33,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,66.33,0.0,66.33,0.0,,,,6.63,0.0,0.0,0.0,0.0,0.0,70.01,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
4,01:00,NORMAL,0.0,66.03,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,66.03,0.0,66.03,0.0,,,,6.6,0.0,0.0,0.0,0.0,0.0,86.52,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
5,01:15,NORMAL,0.0,67.89,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,67.89,0.0,67.89,0.0,,,,6.79,0.0,0.0,0.0,0.0,0.0,103.49,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
6,01:30,NORMAL,0.0,68.18,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,68.18,0.0,68.18,0.0,,,,6.82,0.0,0.0,0.0,0.0,0.0,120.54,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
7,01:45,NORMAL,0.0,67.55,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,67.55,0.0,67.55,0.0,,,,6.75,0.0,0.0,0.0,0.0,0.0,137.42,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
8,02:00,NORMAL,0.0,64.17,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,64.17,0.0,64.17,0.0,,,,6.42,0.0,0.0,0.0,0.0,0.0,153.47,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
9,02:15,NORMAL,0.0,64.17,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,64.17,0.0,64.17,0.0,,,,6.42,0.0,0.0,0.0,0.0,0.0,169.51,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
10,02:30,NORMAL,0.0,63.08,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,63.08,0.0,63.08,0.0,,,,6.31,0.0,0.0,0.0,0.0,0.0,185.28,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
11,02:45,NORMAL,0.0,65.29,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,65.29,0.0,65.29,0.0,,,,6.53,0.0,0.0,0.0,0.0,0.0,201.6,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
12,03:00,NORMAL,0.0,64.42,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,64.42,0.0,64.42,0.0,,,,6.44,0.0,0.0,0.0,0.0,0.0,217.71,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
13,03:15,NORMAL,0.0,65.48,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,65.48,0.0,65.48,0.0,,,,6.55,0.0,0.0,0.0,0.0,0.0,234.08,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
14,03:30,NORMAL,0.0,65.12,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,65.12,0.0,65.12,0.0,,,,6.51,0.0,0.0,0.0,0.0,0.0,250.36,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
15,03:45,NORMAL,0.0,65.25,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,65.25,0.0,65.25,0.0,,,,6.53,0.0,0.0,0.0,0.0,0.0,266.67,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
16,04:00,NORMAL,0.0,64.84,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,64.84,0.0,64.84,0.0,,,,6.48,0.0,0.0,0.0,0.0,0.0,282.88,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
17,04:15,NORMAL,0.0,62.5,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,62.5,0.0,62.5,0.0,,,,6.25,0.0,0.0,0.0,0.0,0.0,298.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
18,04:30,NORMAL,0.0,64.61,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,64.61,0.0,64.61,0.0,,,,6.46,0.0,0.0,0.0,0.0,0.0,314.66,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
19,04:45,NORMAL,0.0,64.1,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,64.1,0.0,64.1,0.0,,,,6.41,0.0,0.0,0.0,0.0,0.0,330.68,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
20,05:00,NORMAL,0.0,64.71,0.0,IDLING,0.0,23.0,IDLING,-0.0,15.0,64.71,0.0,64.71,0.0,,,,6.47,0.0,0.0,0.0,0.0,0.0,346.86,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
21,05:15,NORMAL,10.87,65.75,0.0,CHARGING,10.87,23.39,IDLING,-0.0,15.0,65.75,0.0,65.75,0.0,,,,6.58,0.0,2.72,0.0,0.0,2.72,363.3,1.957,1.96,1.0,1.0,1.0001,1.0001,1.0,1.0004,1.0002,1.0001,1.0002,0.9997,1.0,1.0003,1.0003,1.0,1.0,1.0001,1.0001,1.0,0.9999,1.0,1.0001,1.0001,1.0
22,05:30,NORMAL,21.75,67.01,0.0,CHARGING,21.75,24.18,IDLING,-0.0,15.0,67.01,0.0,67.01,0.0,,,,6.7,0.0,8.16,0.0,0.0,8.16,380.05,3.915,5.87,1.0,1.0,1.0002,1.0002,1.0001,1.0007,1.0003,1.0001,1.0004,0.9998,1.0,1.0007,1.0007,1.0,1.0,1.0002,1.0002,1.0,0.9999,1.0001,1.0002,1.0001,1.0001
23,05:45,NORMAL,32.62,69.2,0.0,CHARGING,32.62,25.36,IDLING,-0.0,15.0,69.2,0.0,69.2,0.0,,,,6.92,0.0,16.31,0.0,0.0,16.31,397.35,5.872,11.74,1.0,1.0,1.0003,1.0003,1.0001,1.0011,1.0005,1.0002,1.0006,0.9999,1.0,1.001,1.001,1.0,1.0,1.0003,1.0003,1.0,0.9999,1.0001,1.0003,1.0002,1.0001
24,06:00,NORMAL,43.5,70.57,0.0,CHARGING,43.5,26.94,IDLING,-0.0,15.0,70.57,0.0,70.57,0.0,,,,7.06,0.0,27.18,0.0,0.0,27.18,414.99,7.829,19.57,1.0,1.0,1.0004,1.0004,1.0002,1.0014,1.0007,1.0002,1.0008,1.0,1.0,1.0014,1.0013,1.0,1.0,1.0004,1.0004,1.0,0.9999,1.0002,1.0004,1.0002,1.0001
25,06:15,NORMAL,157.58,79.71,0.0,CHARGING,100.0,30.56,IDLING,-0.0,15.0,22.13,0.0,22.13,0.0,,,,7.97,72.2,52.18,0.0,0.0,66.58,420.52,28.365,47.94,1.0,1.0,1.0016,1.0016,1.0007,1.0051,1.0024,1.0008,1.0028,1.0011,1.0,1.0049,1.0049,1.0,1.0,1.0016,1.0015,1.0,0.9999,1.0007,1.0014,1.0008,1.0004
26,06:30,NORMAL,271.85,86.82,0.0,CHARGING,100.0,34.17,IDLING,-0.0,15.0,0.0,85.03,-85.03,0.0,,,,8.68,100.0,77.18,0.0,0.0,134.54,420.52,48.933,96.87,1.0,1.0,1.0027,1.0028,1.0011,1.0088,1.0042,1.0013,1.0049,1.0022,1.0,1.0085,1.0084,1.0,1.0,1.0027,1.0026,1.0,0.9999,1.0012,1.0024,1.0014,1.0008
27,06:45,NORMAL,386.12,94.21,0.0,CHARGING,100.0,37.79,IDLING,-0.0,15.0,0.0,191.91,-191.91,0.0,,,,9.42,100.0,102.18,0.0,0.0,231.07,420.52,69.501,166.37,1.0,1.0,1.0039,1.004,1.0016,1.0125,1.0059,1.0019,1.0069,1.0033,1.0,1.012,1.0119,1.0,1.0,1.0038,1.0037,1.0,0.9999,1.0016,1.0033,1.002,1.0011
28,07:00,NORMAL,500.39,101.91,0.0,CHARGING,100.0,41.41,IDLING,-0.0,15.0,0.0,298.48,-298.48,0.0,,,,10.19,100.0,127.18,0.0,0.0,356.17,420.52,90.07,256.44,1.0,1.0,1.005,1.0051,1.0021,1.0162,1.0077,1.0025,1.009,1.0044,1.0,1.0156,1.0155,1.0,1.0,1.005,1.0048,1.0,0.9999,1.0021,1.0043,1.0026,1.0014
29,07:15,NORMAL,628.66,112.85,0.0,CHARGING,100.0,45.03,IDLING,-0.0,15.0,0.0,415.81,-415.81,0.0,,,,11.28,100.0,152.18,0.0,0.0,513.34,420.52,113.16,369.6,1.0,1.0,1.0063,1.0064,1.0027,1.0204,1.0096,1.0031,1.0113,1.0054,1.0,1.0196,1.0194,1.0,1.0,1.0062,1.006,1.0,0.9999,1.0027,1.0055,1.0033,1.0018
30,07:30,NORMAL,756.94,121.95,0.0,CHARGING,100.0,48.65,IDLING,-0.0,15.0,0.0,534.99,-534.99,0.0,,,,12.2,100.0,177.18,0.0,0.0,702.57,420.52,136.249,505.85,1.0,1.0,1.0076,1.0077,1.0032,1.0245,1.0116,1.0037,1.0136,1.0065,1.0,1.0236,1.0234,1.0,1.0,1.0075,1.0072,1.0,0.9999,1.0032,1.0066,1.0039,1.0022
31,07:45,NORMAL,885.22,132.22,0.0,CHARGING,100.0,52.27,IDLING,-0.0,15.0,0.0,653.0,-653.0,0.0,,,,13.22,100.0,202.18,0.0,0.0,923.87,420.52,159.339,665.19,1.0,1.0,1.0089,1.0091,1.0037,1.0287,1.0136,1.0043,1.0159,1.0076,1.0,1.0275,1.0274,1.0,1.0,1.0088,1.0084,1.0,0.9999,1.0038,1.0077,1.0046,1.0025
32,08:00,NORMAL,1013.49,143.75,0.0,CHARGING,100.0,55.89,IDLING,-0.0,15.0,0.0,769.74,-769.74,0.0,,,,14.37,100.0,227.18,0.0,0.0,1177.25,420.52,182.429,847.62,1.0,1.0,1.0101,1.0104,1.0043,1.0329,1.0155,1.005,1.0182,1.0086,1.0,1.0315,1.0313,1.0,1.0,1.0101,1.0097,1.0,0.9999,1.0043,1.0088,1.0053,1.0029
33,08:15,NORMAL,1124.81,147.93,0.0,CHARGING,100.0,59.51,IDLING,-0.0,15.0,0.0,876.88,-876.88,0.0,,,,14.79,100.0,252.18,0.0,0.0,1458.45,420.52,202.466,1050.09,1.0,1.0,1.0113,1.0115,1.0048,1.0365,1.0172,1.0055,1.0202,1.0096,1.0,1.035,1.0348,1.0,1.0,1.0112,1.0107,1.0,0.9999,1.0048,1.0098,1.0059,1.0032
34,08:30,NORMAL,1235.95,153.95,0.0,CHARGING,100.0,63.13,IDLING,-0.0,15.0,0.0,982.0,-982.0,0.0,,,,15.39,100.0,277.18,0.0,0.0,1767.44,420.52,222.471,1272.56,1.0,1.0,1.0124,1.0127,1.0052,1.0401,1.0189,1.0061,1.0222,1.0106,1.0,1.0385,1.0382,1.0,1.0,1.0123,1.0118,1.0,0.9999,1.0053,1.0107,1.0064,1.0035
